problem_id,domain,problem,previous_steps,current_step,next_step,step_index,label,error_type,explanation,source
mat--3-5-4-1-4570,linear_algebra,"Найдите determinant матрицы [[-3, 5], [4, 1]].",,det A = -3*1 - 5*4.,det A = -23.,1,correct,none,Формула определителя 2x2 записана верно.,toy_synthetic_baseline
mat--3-5-4-1-4570,linear_algebra,"Найдите determinant матрицы [[-3, 5], [4, 1]].",,det A = -3*1 + 5*4 = 17.,,1,incorrect,sign_error,В формуле определителя нужен минус.,toy_synthetic_baseline
mat--3-5-4-1-4570,linear_algebra,"Найдите determinant матрицы [[-3, 5], [4, 1]].",det A = -3*1 - 5*4.,Ответ: det A = -23.,,2,correct,none,Ответ согласован с вычислением.,toy_synthetic_baseline
mat--2--3-3-2-2130,linear_algebra,"Найдите determinant матрицы [[-2, -3], [3, 2]].",,det A = -2*2 - -3*3.,det A = 5.,1,correct,none,Формула определителя 2x2 записана верно.,toy_synthetic_baseline
mat--2--3-3-2-2130,linear_algebra,"Найдите determinant матрицы [[-2, -3], [3, 2]].",,det A = -2*2 + -3*3 = -13.,,1,incorrect,sign_error,В формуле определителя нужен минус.,toy_synthetic_baseline
mat--2--3-3-2-2130,linear_algebra,"Найдите determinant матрицы [[-2, -3], [3, 2]].",det A = -2*2 - -3*3.,Ответ: det A = 5.,,2,correct,none,Ответ согласован с вычислением.,toy_synthetic_baseline
chain-2-7887,calculus,Найдите производную функции f(x)=sin(2x).,,Используем правило цепочки.,f'(x)=2cos(2x).,1,correct,none,Правильно выбрано правило цепочки.,toy_synthetic_baseline
chain-2-7887,calculus,Найдите производную функции f(x)=sin(2x).,Используем правило цепочки.,f'(x)=cos(2x).,,2,incomplete,wrong_formula,Пропущен множитель внутренней производной.,toy_synthetic_baseline
chain-2-7887,calculus,Найдите производную функции f(x)=sin(2x).,Используем правило цепочки.,f'(x)=-2cos(2x).,,2,incorrect,sign_error,У производной sin знак положительный.,toy_synthetic_baseline
lineq-8-4-20-3178,algebra,Решите линейное уравнение 8\(x\) + 4 = 20.,,Значит 8x = 16.,x = 16/8 = 2.,1,correct,none,Свободный член перенесён корректно.,toy_synthetic_baseline
lineq-8-4-20-3178,algebra,Решите линейное уравнение 8\(x\) + 4 = 20.,Значит 8x = 16.,x = 16/8 = 4.,Ответ: 4.,2,incorrect,calculation_error,Ошибка при делении коэффициента.,toy_synthetic_baseline
lineq-8-4-20-3178,algebra,Решите линейное уравнение 8\(x\) + 4 = 20.,Значит 8x = 16. ||| x = 16/8 = 2.,Ответ: 2.,,3,correct,none,Ответ совпадает с найденным значением.,toy_synthetic_baseline
prob-4-6-1056,probability,В урне 4 красных и 6 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,,Вероятность первого красного шара равна 4/10.,Вероятность второго красного шара равна 3/9.,1,correct,none,Вероятность первого выбора записана верно.,toy_synthetic_baseline
prob-4-6-1056,probability,В урне 4 красных и 6 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 4/10.,Вероятность второго красного шара равна 4/10.,Перемножаем вероятности.,2,incorrect,probability_without_replacement,После первого выбора состав урны меняется.,toy_synthetic_baseline
prob-4-6-1056,probability,В урне 4 красных и 6 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 4/10.,Вероятность второго события аналогична первому.,Перемножаем вероятности.,2,suspicious,probability_without_replacement,Фраза скрывает условную вероятность при выборе без возвращения.,toy_synthetic_baseline
prob-4-6-1056,probability,В урне 4 красных и 6 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 4/10.,"Следовательно, вероятности нужно перемножить.",,3,incomplete,missing_condition,Не показана условная вероятность второго события.,toy_synthetic_baseline
lin-5-8-6671,linear_algebra,"Решите систему: x + y = 13, x - y = -3.",,Отсюда следует после сложения уравнений: 2x = 10.,Значит x = 5.,1,correct,none,Сложение уравнений выполнено корректно.,toy_synthetic_baseline
lin-5-8-6671,linear_algebra,"Решите систему: x + y = 13, x - y = -3.",Отсюда следует после сложения уравнений: 2x = 10.,Значит x = 5.,Тогда y = 13 - 5 = 8.,2,correct,none,Значение x найдено верно.,toy_synthetic_baseline
lin-5-8-6671,linear_algebra,"Решите систему: x + y = 13, x - y = -3.",Отсюда следует после сложения уравнений: 2x = 10. ||| Значит x = 5.,Дальше сразу находим y.,"Ответ: x = 5, y = 8.",3,suspicious,missing_condition,Нет явной подстановки в одно из уравнений.,toy_synthetic_baseline
lin-5-8-6671,linear_algebra,"Решите систему: x + y = 13, x - y = -3.",Отсюда следует после сложения уравнений: 2x = 10. ||| Значит x = 5.,Тогда y = 13 - 5 = 10.,"Ответ: x = 5, y = 10.",3,incorrect,wrong_substitution,Подстановка в первое уравнение дала неверное значение y.,toy_synthetic_baseline
lim-7868,calculus,Найдите предел lim_{x->0} sin(x)/x.,,При x -> 0 числитель и знаменатель стремятся к 0.,Используем замечательный предел.,1,correct,none,Неопределённость замечена верно.,toy_synthetic_baseline
lim-7868,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,Дальше применяем известный факт.,Предел равен 1.,2,suspicious,invalid_transition,Не назван конкретный замечательный предел.,toy_synthetic_baseline
lim-7868,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,"Следовательно, предел равен 1.",,2,incomplete,invalid_transition,Нужно сослаться на замечательный предел или доказать переход.,toy_synthetic_baseline
mat--3-0-0--2-1797,linear_algebra,"Найдите determinant матрицы [[-3, 0], [0, -2]].",,det A = -3*-2 - 0*0.,det A = 6.,1,correct,none,Формула определителя 2x2 записана верно.,toy_synthetic_baseline
mat--3-0-0--2-1797,linear_algebra,"Найдите determinant матрицы [[-3, 0], [0, -2]].",,det A = -3*-2 + 0*0 = 6.,,1,incorrect,sign_error,В формуле определителя нужен минус.,toy_synthetic_baseline
mat--3-0-0--2-1797,linear_algebra,"Найдите determinant матрицы [[-3, 0], [0, -2]].",det A = -3*-2 - 0*0.,Ответ: det A = 6.,,2,correct,none,Ответ согласован с вычислением.,toy_synthetic_baseline
lim-4559,calculus,Найдите предел lim_{x->0} sin(x)/x.,,При x -> 0 числитель и знаменатель стремятся к 0.,Используем замечательный предел.,1,correct,none,Неопределённость замечена верно.,toy_synthetic_baseline
lim-4559,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,Дальше применяем известный факт.,Предел равен 1.,2,suspicious,invalid_transition,Не назван конкретный замечательный предел.,toy_synthetic_baseline
lim-4559,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,"Следовательно, предел равен 1.",,2,incomplete,invalid_transition,Нужно сослаться на замечательный предел или доказать переход.,toy_synthetic_baseline
lin-3-5-6253,linear_algebra,"Решите систему: x + y = 8, x - y = -2.",,Отсюда следует после сложения уравнений: 2x = 6.,Значит x = 3.,1,correct,none,Сложение уравнений выполнено корректно.,toy_synthetic_baseline
lin-3-5-6253,linear_algebra,"Решите систему: x + y = 8, x - y = -2.",Отсюда следует после сложения уравнений: 2x = 6.,Значит x = 3.,Тогда y = 8 - 3 = 5.,2,correct,none,Значение x найдено верно.,toy_synthetic_baseline
lin-3-5-6253,linear_algebra,"Решите систему: x + y = 8, x - y = -2.",Отсюда следует после сложения уравнений: 2x = 6. ||| Значит x = 3.,Дальше сразу находим y.,"Ответ: x = 3, y = 5.",3,suspicious,missing_condition,Нет явной подстановки в одно из уравнений.,toy_synthetic_baseline
lin-3-5-6253,linear_algebra,"Решите систему: x + y = 8, x - y = -2.",Отсюда следует после сложения уравнений: 2x = 6. ||| Значит x = 3.,Тогда y = 8 - 3 = 4.,"Ответ: x = 3, y = 4.",3,incorrect,wrong_substitution,Подстановка в первое уравнение дала неверное значение y.,toy_synthetic_baseline
calc-5508,calculus,Найдите производную функции f(x)=x^2 sin x.,,Используем правило произведения.,"(x^2)'=2x, (sin x)'=cos x.",1,correct,none,Правило выбрано верно.,toy_synthetic_baseline
calc-5508,calculus,Найдите производную функции f(x)=x^2 sin x.,Используем правило произведения.,Производная sin x равна -cos x.,,2,incorrect,wrong_formula,Производная sin x равна cos x.,toy_synthetic_baseline
calc-5508,calculus,Найдите производную функции f(x)=x^2 sin x.,Используем правило произведения.,После дифференцирования получаем итоговую формулу.,,2,suspicious,invalid_transition,Не показаны производные множителей и подстановка в правило.,toy_synthetic_baseline
calc-5508,calculus,Найдите производную функции f(x)=x^2 sin x.,Используем правило произведения.,"Следовательно, f'(x)=2x sin x.",,3,incomplete,invalid_transition,Пропущен второй член x^2 cos x.,toy_synthetic_baseline
lin-3-7-7244,linear_algebra,"Решите систему: \(x\) + y = 10, \(x\) - y = -4.",,Можно записать после сложения уравнений: 2x = 6.,Значит x = 3.,1,correct,none,Сложение уравнений выполнено корректно.,toy_synthetic_baseline
lin-3-7-7244,linear_algebra,"Решите систему: \(x\) + y = 10, \(x\) - y = -4.",Можно записать после сложения уравнений: 2x = 6.,Значит x = 3.,Тогда y = 10 - 3 = 7.,2,correct,none,Значение x найдено верно.,toy_synthetic_baseline
lin-3-7-7244,linear_algebra,"Решите систему: \(x\) + y = 10, \(x\) - y = -4.",Можно записать после сложения уравнений: 2x = 6. ||| Значит x = 3.,Дальше сразу находим y.,"Ответ: x = 3, y = 7.",3,suspicious,missing_condition,Нет явной подстановки в одно из уравнений.,toy_synthetic_baseline
lin-3-7-7244,linear_algebra,"Решите систему: \(x\) + y = 10, \(x\) - y = -4.",Можно записать после сложения уравнений: 2x = 6. ||| Значит x = 3.,Тогда y = 10 - 3 = 9.,"Ответ: x = 3, y = 9.",3,incorrect,wrong_substitution,Подстановка в первое уравнение дала неверное значение y.,toy_synthetic_baseline
condprob-133-46-9-4948,probability,Из 133 студентов 46 изучают Python. Среди изучающих Python 9 знают NumPy. Найдите P(NumPy | Python).,,P(NumPy | Python) = 9/46.,,1,correct,none,Условная вероятность берётся относительно группы Python.,toy_synthetic_baseline
condprob-133-46-9-4948,probability,Из 133 студентов 46 изучают Python. Среди изучающих Python 9 знают NumPy. Найдите P(NumPy | Python).,,P(NumPy | Python) = 9/133.,,1,incorrect,missing_condition,"Знаменатель должен быть числом изучающих Python, а не общим числом студентов.",toy_synthetic_baseline
condprob-133-46-9-4948,probability,Из 133 студентов 46 изучают Python. Среди изучающих Python 9 знают NumPy. Найдите P(NumPy | Python).,,Делим подходящее количество на общее.,,1,suspicious,missing_condition,"Неясно, какое множество используется как условие.",toy_synthetic_baseline
lim-1944,calculus,Найдите предел lim_{x->0} sin(x)/x.,,При x -> 0 числитель и знаменатель стремятся к 0.,Используем замечательный предел.,1,correct,none,Неопределённость замечена верно.,toy_synthetic_baseline
lim-1944,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,Дальше применяем известный факт.,Предел равен 1.,2,suspicious,invalid_transition,Не назван конкретный замечательный предел.,toy_synthetic_baseline
lim-1944,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,"Следовательно, предел равен 1.",,2,incomplete,invalid_transition,Нужно сослаться на замечательный предел или доказать переход.,toy_synthetic_baseline
int-4-4978,calculus,Найдите неопределённый интеграл ∫ x^4 dx.,,Используем степенную формулу интегрирования.,,1,correct,none,Выбрана подходящая формула.,toy_synthetic_baseline
int-4-4978,calculus,Найдите неопределённый интеграл ∫ x^4 dx.,Используем степенную формулу интегрирования.,∫ x^4 dx = x^5/5 + C.,,2,correct,none,Интеграл найден верно.,toy_synthetic_baseline
int-4-4978,calculus,Найдите неопределённый интеграл ∫ x^4 dx.,Используем степенную формулу интегрирования.,∫ x^4 dx = 4x^3 + C.,,2,incorrect,wrong_formula,Использована формула производной вместо интеграла.,toy_synthetic_baseline
arith-8-12-4120,arithmetic,Вычислите 8 + 12.,,Получаем сумму чисел.,8 + 12 = 20.,1,correct,none,План вычисления корректен.,toy_synthetic_baseline
arith-8-12-4120,arithmetic,Вычислите 8 + 12.,Получаем сумму чисел.,Без дополнительных вычислений получаем ответ.,Ответ: 20.,2,suspicious,invalid_transition,Шаг слишком общий и не содержит вычисления.,toy_synthetic_baseline
arith-8-12-4120,arithmetic,Вычислите 8 + 12.,Получаем сумму чисел.,8 + 12 = 18.,Ответ: 18.,2,incorrect,calculation_error,Правильная сумма равна 20.,toy_synthetic_baseline
arith-8-12-4120,arithmetic,Вычислите 8 + 12.,8 + 12 = 20.,Ответ: 18.,,3,incorrect,wrong_final_answer,Финальный ответ не совпадает с вычислением.,toy_synthetic_baseline
quad-6-5-4555,algebra,Решите квадратное уравнение x^2 -11x +30=0.,,Дискриминант D = (-11)^2 - 4*1*30 = 1.,,1,correct,none,Дискриминант вычислен верно.,toy_synthetic_baseline
quad-6-5-4555,algebra,Решите квадратное уравнение x^2 -11x +30=0.,,Дискриминант D = (-11)^2 - 4*1*30 = -3.,,1,incorrect,calculation_error,Дискриминант посчитан неверно.,toy_synthetic_baseline
quad-6-5-4555,algebra,Решите квадратное уравнение x^2 -11x +30=0.,D = 1.,"Значит, x = 6 или x = 5.",,2,correct,none,Корни соответствуют уравнению.,toy_synthetic_baseline
lim-1251,calculus,Найдите предел lim_{x->0} sin(x)/x.,,При x -> 0 числитель и знаменатель стремятся к 0.,Используем замечательный предел.,1,correct,none,Неопределённость замечена верно.,toy_synthetic_baseline
lim-1251,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,Дальше применяем известный факт.,Предел равен 1.,2,suspicious,invalid_transition,Не назван конкретный замечательный предел.,toy_synthetic_baseline
lim-1251,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,"Следовательно, предел равен 1.",,2,incomplete,invalid_transition,Нужно сослаться на замечательный предел или доказать переход.,toy_synthetic_baseline
lim-8846,calculus,Найдите предел lim_{x->0} sin(x)/x.,,При x -> 0 числитель и знаменатель стремятся к 0.,Используем замечательный предел.,1,correct,none,Неопределённость замечена верно.,toy_synthetic_baseline
lim-8846,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,Дальше применяем известный факт.,Предел равен 1.,2,suspicious,invalid_transition,Не назван конкретный замечательный предел.,toy_synthetic_baseline
lim-8846,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,"Следовательно, предел равен 1.",,2,incomplete,invalid_transition,Нужно сослаться на замечательный предел или доказать переход.,toy_synthetic_baseline
lim-4921,calculus,Найдите предел lim_{x->0} sin(x)/x.,,При x -> 0 числитель и знаменатель стремятся к 0.,Используем замечательный предел.,1,correct,none,Неопределённость замечена верно.,toy_synthetic_baseline
lim-4921,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,Дальше применяем известный факт.,Предел равен 1.,2,suspicious,invalid_transition,Не назван конкретный замечательный предел.,toy_synthetic_baseline
lim-4921,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,"Следовательно, предел равен 1.",,2,incomplete,invalid_transition,Нужно сослаться на замечательный предел или доказать переход.,toy_synthetic_baseline
int-3-6886,calculus,Найдите неопределённый интеграл ∫ x^3 dx.,,Используем степенную формулу интегрирования.,,1,correct,none,Выбрана подходящая формула.,toy_synthetic_baseline
int-3-6886,calculus,Найдите неопределённый интеграл ∫ x^3 dx.,Используем степенную формулу интегрирования.,∫ x^3 dx = x^4/4 + C.,,2,correct,none,Интеграл найден верно.,toy_synthetic_baseline
int-3-6886,calculus,Найдите неопределённый интеграл ∫ x^3 dx.,Используем степенную формулу интегрирования.,∫ x^3 dx = 3x^2 + C.,,2,incorrect,wrong_formula,Использована формула производной вместо интеграла.,toy_synthetic_baseline
arith-10-13-8692,arithmetic,Вычислите 10 + 13.,,Значит сумму чисел.,10 + 13 = 23.,1,correct,none,План вычисления корректен.,toy_synthetic_baseline
arith-10-13-8692,arithmetic,Вычислите 10 + 13.,Значит сумму чисел.,Сразу видно получаем ответ.,Ответ: 23.,2,suspicious,invalid_transition,Шаг слишком общий и не содержит вычисления.,toy_synthetic_baseline
arith-10-13-8692,arithmetic,Вычислите 10 + 13.,Значит сумму чисел.,10 + 13 = 26.,Ответ: 26.,2,incorrect,calculation_error,Правильная сумма равна 23.,toy_synthetic_baseline
arith-10-13-8692,arithmetic,Вычислите 10 + 13.,10 + 13 = 23.,Ответ: 26.,,3,incorrect,wrong_final_answer,Финальный ответ не совпадает с вычислением.,toy_synthetic_baseline
lineq-7--7-0-7841,algebra,Решите линейное уравнение 7x + -7=0.,,Значит 7x = 7.,x = 7/7 = 1.,1,correct,none,Свободный член перенесён корректно.,toy_synthetic_baseline
lineq-7--7-0-7841,algebra,Решите линейное уравнение 7x + -7=0.,Значит 7x = 7.,x = 7/7 = 0.,Ответ: 0.,2,incorrect,calculation_error,Ошибка при делении коэффициента.,toy_synthetic_baseline
lineq-7--7-0-7841,algebra,Решите линейное уравнение 7x + -7=0.,Значит 7x = 7. ||| x = 7/7 = 1.,Ответ: 1.,,3,correct,none,Ответ совпадает с найденным значением.,toy_synthetic_baseline
calc-5026,calculus,Найдите производную функции f(\(x\))=\(x\)^2 sin \(x\).,,Используем правило произведения.,"(x^2)'=2x, (sin x)'=cos x.",1,correct,none,Правило выбрано верно.,toy_synthetic_baseline
calc-5026,calculus,Найдите производную функции f(\(x\))=\(x\)^2 sin \(x\).,Используем правило произведения.,Производная sin x равна -cos x.,,2,incorrect,wrong_formula,Производная sin x равна cos x.,toy_synthetic_baseline
calc-5026,calculus,Найдите производную функции f(\(x\))=\(x\)^2 sin \(x\).,Используем правило произведения.,После дифференцирования получаем итоговую формулу.,,2,suspicious,invalid_transition,Не показаны производные множителей и подстановка в правило.,toy_synthetic_baseline
calc-5026,calculus,Найдите производную функции f(\(x\))=\(x\)^2 sin \(x\).,Используем правило произведения.,"Следовательно, f'(x)=2x sin x.",,3,incomplete,invalid_transition,Пропущен второй член x^2 cos x.,toy_synthetic_baseline
chain-6-9005,calculus,Найдите производную функции f(x)=sin(6x).,,Используем правило цепочки.,f'(x)=6cos(6x).,1,correct,none,Правильно выбрано правило цепочки.,toy_synthetic_baseline
chain-6-9005,calculus,Найдите производную функции f(x)=sin(6x).,Используем правило цепочки.,f'(x)=cos(6x).,,2,incomplete,wrong_formula,Пропущен множитель внутренней производной.,toy_synthetic_baseline
chain-6-9005,calculus,Найдите производную функции f(x)=sin(6x).,Используем правило цепочки.,f'(x)=-6cos(6x).,,2,incorrect,sign_error,У производной sin знак положительный.,toy_synthetic_baseline
condprob-162-51-12-9954,probability,Из 162 студентов 51 изучают Python. Среди изучающих Python 12 знают NumPy. Найдите P(NumPy | Python).,,P(NumPy | Python) = 12/51.,,1,correct,none,Условная вероятность берётся относительно группы Python.,toy_synthetic_baseline
condprob-162-51-12-9954,probability,Из 162 студентов 51 изучают Python. Среди изучающих Python 12 знают NumPy. Найдите P(NumPy | Python).,,P(NumPy | Python) = 12/162.,,1,incorrect,missing_condition,"Знаменатель должен быть числом изучающих Python, а не общим числом студентов.",toy_synthetic_baseline
condprob-162-51-12-9954,probability,Из 162 студентов 51 изучают Python. Среди изучающих Python 12 знают NumPy. Найдите P(NumPy | Python).,,Делим подходящее количество на общее.,,1,suspicious,missing_condition,"Неясно, какое множество используется как условие.",toy_synthetic_baseline
chain-3-1962,calculus,Найдите производную функции f(x)=sin(3x).,,Используем правило цепочки.,f'(x)=3cos(3x).,1,correct,none,Правильно выбрано правило цепочки.,toy_synthetic_baseline
chain-3-1962,calculus,Найдите производную функции f(x)=sin(3x).,Используем правило цепочки.,f'(x)=cos(3x).,,2,incomplete,wrong_formula,Пропущен множитель внутренней производной.,toy_synthetic_baseline
chain-3-1962,calculus,Найдите производную функции f(x)=sin(3x).,Используем правило цепочки.,f'(x)=-3cos(3x).,,2,incorrect,sign_error,У производной sin знак положительный.,toy_synthetic_baseline
int-1-1794,calculus,Найдите неопределённый интеграл ∫ x^1 dx.,,Используем степенную формулу интегрирования.,,1,correct,none,Выбрана подходящая формула.,toy_synthetic_baseline
int-1-1794,calculus,Найдите неопределённый интеграл ∫ x^1 dx.,Используем степенную формулу интегрирования.,∫ x^1 dx = x^2/2 + C.,,2,correct,none,Интеграл найден верно.,toy_synthetic_baseline
int-1-1794,calculus,Найдите неопределённый интеграл ∫ x^1 dx.,Используем степенную формулу интегрирования.,∫ x^1 dx = 1x^0 + C.,,2,incorrect,wrong_formula,Использована формула производной вместо интеграла.,toy_synthetic_baseline
lin-7-3-8471,linear_algebra,"Решите систему: \(x\) + y=10, \(x\) - y=4.",,Значит после сложения уравнений: 2x = 14.,Получаем x = 7.,1,correct,none,Сложение уравнений выполнено корректно.,toy_synthetic_baseline
lin-7-3-8471,linear_algebra,"Решите систему: \(x\) + y=10, \(x\) - y=4.",Значит после сложения уравнений: 2x = 14.,Получаем x = 7.,Тогда y = 10 - 7 = 3.,2,correct,none,Значение x найдено верно.,toy_synthetic_baseline
lin-7-3-8471,linear_algebra,"Решите систему: \(x\) + y=10, \(x\) - y=4.",Значит после сложения уравнений: 2x = 14. ||| Получаем x = 7.,Дальше сразу находим y.,"Ответ: x = 7, y = 3.",3,suspicious,missing_condition,Нет явной подстановки в одно из уравнений.,toy_synthetic_baseline
lin-7-3-8471,linear_algebra,"Решите систему: \(x\) + y=10, \(x\) - y=4.",Значит после сложения уравнений: 2x = 14. ||| Получаем x = 7.,Тогда y = 10 - 7 = 2.,"Ответ: x = 7, y = 2.",3,incorrect,wrong_substitution,Подстановка в первое уравнение дала неверное значение y.,toy_synthetic_baseline
mat-4-4--3--3-5501,linear_algebra,"Найдите determinant матрицы [[4, 4], [-3, -3]].",,det A = 4*-3 - 4*-3.,det A = 0.,1,correct,none,Формула определителя 2x2 записана верно.,toy_synthetic_baseline
mat-4-4--3--3-5501,linear_algebra,"Найдите determinant матрицы [[4, 4], [-3, -3]].",,det A = 4*-3 + 4*-3 = -24.,,1,incorrect,sign_error,В формуле определителя нужен минус.,toy_synthetic_baseline
mat-4-4--3--3-5501,linear_algebra,"Найдите determinant матрицы [[4, 4], [-3, -3]].",det A = 4*-3 - 4*-3.,Ответ: det A = 0.,,2,correct,none,Ответ согласован с вычислением.,toy_synthetic_baseline
int-3-3937,calculus,Найдите неопределённый интеграл ∫ \(x\)^3 d\(x\).,,Используем степенную формулу интегрирования.,,1,correct,none,Выбрана подходящая формула.,toy_synthetic_baseline
int-3-3937,calculus,Найдите неопределённый интеграл ∫ \(x\)^3 d\(x\).,Используем степенную формулу интегрирования.,∫ x^3 dx = x^4/4 + C.,,2,correct,none,Интеграл найден верно.,toy_synthetic_baseline
int-3-3937,calculus,Найдите неопределённый интеграл ∫ \(x\)^3 d\(x\).,Используем степенную формулу интегрирования.,∫ x^3 dx = 3x^2 + C.,,2,incorrect,wrong_formula,Использована формула производной вместо интеграла.,toy_synthetic_baseline
prob-3-6-6807,probability,В урне 3 красных и 6 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,,Вероятность первого красного шара равна 3/9.,Вероятность второго красного шара равна 2/8.,1,correct,none,Вероятность первого выбора записана верно.,toy_synthetic_baseline
prob-3-6-6807,probability,В урне 3 красных и 6 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 3/9.,Вероятность второго красного шара равна 3/9.,Перемножаем вероятности.,2,incorrect,probability_without_replacement,После первого выбора состав урны меняется.,toy_synthetic_baseline
prob-3-6-6807,probability,В урне 3 красных и 6 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 3/9.,Вероятность второго события аналогична первому.,Перемножаем вероятности.,2,suspicious,probability_without_replacement,Фраза скрывает условную вероятность при выборе без возвращения.,toy_synthetic_baseline
prob-3-6-6807,probability,В урне 3 красных и 6 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 3/9.,"Следовательно, вероятности нужно перемножить.",,3,incomplete,missing_condition,Не показана условная вероятность второго события.,toy_synthetic_baseline
arith-27-14-4700,arithmetic,Вычислите 27 + 14.,,Значит сумму чисел.,27 + 14 = 41.,1,correct,none,План вычисления корректен.,toy_synthetic_baseline
arith-27-14-4700,arithmetic,Вычислите 27 + 14.,Значит сумму чисел.,Очевидно получаем ответ.,Ответ: 41.,2,suspicious,invalid_transition,Шаг слишком общий и не содержит вычисления.,toy_synthetic_baseline
arith-27-14-4700,arithmetic,Вычислите 27 + 14.,Значит сумму чисел.,27 + 14 = 39.,Ответ: 39.,2,incorrect,calculation_error,Правильная сумма равна 41.,toy_synthetic_baseline
arith-27-14-4700,arithmetic,Вычислите 27 + 14.,27 + 14 = 41.,Ответ: 39.,,3,incorrect,wrong_final_answer,Финальный ответ не совпадает с вычислением.,toy_synthetic_baseline
comb-10-2-1919,combinatorics,Сколькими способами можно выбрать 2 объектов из 10?,,"Используем сочетания C(10,2).",,1,correct,none,"Порядок выбора не важен, поэтому нужны сочетания.",toy_synthetic_baseline
comb-10-2-1919,combinatorics,Сколькими способами можно выбрать 2 объектов из 10?,,"Используем размещения A(10,2).",,1,incorrect,wrong_formula,"Выбранная формула учитывает порядок, которого нет в условии.",toy_synthetic_baseline
comb-10-2-1919,combinatorics,Сколькими способами можно выбрать 2 объектов из 10?,"Используем C(10,2).",Очевидно получаем число способов.,,2,suspicious,invalid_transition,Не показано вычисление сочетаний.,toy_synthetic_baseline
condprob-101-25-6-2562,probability,Из 101 студентов 25 изучают Python. Среди изучающих Python 6 знают NumPy. Найдите P(NumPy | Python).,,P(NumPy | Python) = 6/25.,,1,correct,none,Условная вероятность берётся относительно группы Python.,toy_synthetic_baseline
condprob-101-25-6-2562,probability,Из 101 студентов 25 изучают Python. Среди изучающих Python 6 знают NumPy. Найдите P(NumPy | Python).,,P(NumPy | Python) = 6/101.,,1,incorrect,missing_condition,"Знаменатель должен быть числом изучающих Python, а не общим числом студентов.",toy_synthetic_baseline
condprob-101-25-6-2562,probability,Из 101 студентов 25 изучают Python. Среди изучающих Python 6 знают NumPy. Найдите P(NumPy | Python).,,Делим подходящее количество на общее.,,1,suspicious,missing_condition,"Неясно, какое множество используется как условие.",toy_synthetic_baseline
int-1-8790,calculus,Найдите неопределённый интеграл ∫ x^1 dx.,,Используем степенную формулу интегрирования.,,1,correct,none,Выбрана подходящая формула.,toy_synthetic_baseline
int-1-8790,calculus,Найдите неопределённый интеграл ∫ x^1 dx.,Используем степенную формулу интегрирования.,∫ x^1 dx = x^2/2 + C.,,2,correct,none,Интеграл найден верно.,toy_synthetic_baseline
int-1-8790,calculus,Найдите неопределённый интеграл ∫ x^1 dx.,Используем степенную формулу интегрирования.,∫ x^1 dx = 1x^0 + C.,,2,incorrect,wrong_formula,Использована формула производной вместо интеграла.,toy_synthetic_baseline
arith-3-4-6152,arithmetic,Вычислите 3 + 4.,,Получаем сумму чисел.,3 + 4 = 7.,1,correct,none,План вычисления корректен.,toy_synthetic_baseline
arith-3-4-6152,arithmetic,Вычислите 3 + 4.,Получаем сумму чисел.,Сразу видно получаем ответ.,Ответ: 7.,2,suspicious,invalid_transition,Шаг слишком общий и не содержит вычисления.,toy_synthetic_baseline
arith-3-4-6152,arithmetic,Вычислите 3 + 4.,Получаем сумму чисел.,3 + 4 = 8.,Ответ: 8.,2,incorrect,calculation_error,Правильная сумма равна 7.,toy_synthetic_baseline
